#Table1
objid,ra,dec,u,g,r,i,z,run,rerun,camcol,field,specobjid,class,redshift,plate,mjd,fiberid
1237648704577142822,183.531325694133,0.0896930301317096,19.47406,17.0424,15.94699,15.50342,15.22531,752,301,4,267,3722360139651588096,STAR,-8.955967E-06,3306,54922,491
1237648704577142859,183.598370535872,0.135285032246653,18.6628,17.21449,16.67637,16.48922,16.3915,752,301,4,267,363814405953054720,STAR,-5.491128E-05,323,51615,541
1237648704577208477,183.680207441114,0.126185092322292,19.38298,18.19169,17.47428,17.08732,16.80125,752,301,4,268,323274319570429952,GALAXY,0.1231112,287,52023,513
1237648704577273907,183.870529428039,0.0499106850602565,17.76536,16.60272,16.16116,15.98233,15.90438,752,301,4,269,3722365362331820032,STAR,-0.0001106159,3306,54922,510
1237648704577273909,183.883288300757,0.102556751901392,17.55025,16.26342,16.43869,16.55492,16.61326,752,301,4,269,3722365912087633920,STAR,0.0005903565,3306,54922,512
1237648704577273970,183.847173555454,0.173694164045785,19.43133,18.46779,18.16451,18.01475,18.04155,752,301,4,269,364954875244603392,STAR,0.0003146027,324,51666,594
1237648704577273992,183.864379023055,0.0192007114116613,19.38322,17.88995,17.10537,16.66393,16.36955,752,301,4,269,323286963954149376,GALAXY,0.1002423,287,52023,559
1237648704577274016,183.900081418135,0.187473296678452,18.97993,17.84496,17.38022,17.20673,17.07071,752,301,4,269,3722366736721354752,STAR,0.0003148482,3306,54922,515
1237648704577339400,183.92458850092,0.0972457823377776,17.90616,16.97172,16.67541,16.53776,16.47596,752,301,4,270,363829249360029696,STAR,8.911928E-05,323,51615,595
1237648704577339546,183.973497678925,0.0816255816114345,18.67249,17.71375,17.49362,17.28284,17.22644,752,301,4,270,324369157887911936,GALAXY,0.04050813,288,52000,400
1237648704577339553,183.979194460504,0.135997822421441,19.29772,17.80227,17.18266,16.92335,16.79928,752,301,4,270,3722364262820192256,STAR,-3.457434E-05,3306,54922,506
1237648704577404955,184.085331089266,0.112110022208472,18.83307,17.51785,16.94273,16.71418,16.60521,752,301,4,271,3722375532814376960,STAR,0.0006227744,3306,54922,547
1237648704577405025,184.102097884192,0.191510916465875,19.5625,18.19113,17.65759,17.47573,17.39203,752,301,4,271,3722374708180656128,STAR,5.466255E-05,3306,54922,544
1237648704577405051,184.160510151936,0.0756453127968689,19.5799,17.72815,16.9874,16.68076,16.50426,752,301,4,271,3722375257936470016,STAR,8.29558E-06,3306,54922,546
1237648704577405071,184.189573804239,0.0994824678579993,19.25667,17.54869,16.63578,16.14922,15.76639,752,301,4,271,324366134230935552,GALAXY,0.07208736,288,52000,389
1237648704577470535,184.350646587722,0.207229522687783,18.73832,18.60962,18.39696,18.31174,17.97663,752,301,4,272,323294660535543808,QSO,0.2719369,287,52023,587
1237648704577470556,184.221797167381,0.0469551812994854,19.05958,18.09512,17.92766,17.8927,17.90772,752,301,4,272,364801218494621696,STAR,0.0002099738,324,51666,35
1237648704577470571,184.245664287357,0.198257076934407,19.22143,19.30248,19.13823,19.11351,19.23454,752,301,4,272,323293561023916032,QSO,1.178098,287,52023,583
1237648704577536044,184.388869555822,0.0682874275127467,19.04397,17.51106,16.87335,16.61114,16.48303,752,301,4,273,363838320330958848,STAR,0.0002400984,323,51615,628
1237648704577536186,184.38091910014,0.174322769799921,17.81661,16.86976,16.53884,16.19576,16.08668,752,301,4,273,323307030041356288,GALAXY,0.07277206,287,52023,632
1237648704577536223,184.466853071054,0.111965321115041,19.3932,18.48274,18.16551,18.05122,18.04328,752,301,4,273,364962846703904768,STAR,-0.0002702182,324,51666,623
1237648704577601553,184.56941092437,0.137091485331373,17.51339,16.41793,16.06695,15.93751,15.89478,752,301,4,274,324377404225120256,STAR,-3.548175E-05,288,52000,430
1237648704577601580,184.654170271373,0.122673445871218,19.07731,18.64518,18.49678,18.52677,18.45765,752,301,4,274,324374930323957760,QSO,0.9251733,288,52000,421
1237648704577601583,184.658795469677,0.159935506727761,18.63032,17.23437,16.72749,16.51772,16.44039,752,301,4,274,2880149887696005120,STAR,4.313261E-06,2558,54140,356
1237648704577601603,184.516834223026,0.145549585698252,19.21684,18.29956,18.19589,18.14758,18.26658,752,301,4,274,3722388726953910272,STAR,8.799958E-05,3306,54922,595
1237648704577601667,184.61856312322,0.080576269050119,19.4127,17.47109,16.4987,16.06502,15.66848,752,301,4,274,324379328370468864,GALAXY,0.1167829,288,52000,437
1237648704577601678,184.627407857873,0.0132340863140159,18.48543,17.339,16.90179,16.66712,16.48684,752,301,4,274,323308404430891008,GALAXY,0.02129653,287,52023,637
1237648704577667080,184.676761920852,0.0594418690633144,17.72835,16.19783,15.66073,15.51586,15.43615,752,301,4,275,2880150437451819008,STAR,0.0001753645,2558,54140,358
1237648704577667113,184.711969607884,0.0665719008945266,17.70824,16.61069,16.19772,16.0625,16.00229,752,301,4,275,3722398897436467200,STAR,0.0001723799,3306,54922,632
1237648704577667170,184.770203854765,0.198010050309851,18.18974,17.23738,16.89113,16.75727,16.71052,752,301,4,275,2880147963550656512,STAR,0.0005198076,2558,54140,349
1237648704577667254,184.782697712007,0.140979369185379,19.0764,17.78953,16.98818,16.60519,16.27859,752,301,4,275,324389498853025792,GALAXY,0.1169446,288,52000,474
1237648704577667370,184.765155339711,0.0809857944756924,19.18013,18.07133,17.71771,17.48797,17.55667,752,301,4,275,324388674219304960,GALAXY,0.06807999,288,52000,471
1237648704577732623,184.863598135271,0.143469362841369,18.38848,17.00188,16.37884,16.16978,16.0124,752,301,4,276,2880145764527400960,STAR,0.0001359466,2558,54140,341
1237648704577732624,184.864190324522,0.143441661714473,17.93407,16.64581,16.22206,16.07029,16.06046,752,301,4,276,2891416308686022656,STAR,0.0001580866,2568,54153,383
1237648704577732627,184.875528613881,0.0330608120747109,19.03059,18.10673,17.82561,17.71227,17.6878,752,301,4,276,2880149612818098176,STAR,-0.0001673784,2558,54140,355
1237648704577732629,184.876314438781,0.185151372196083,18.12978,17.17421,16.75108,16.5884,16.48527,752,301,4,276,2880158408911120384,STAR,0.0006924281,2558,54140,387
1237648704577732659,184.956985534292,0.156360266610548,18.15079,16.77761,16.2215,16.02345,15.91957,752,301,4,276,2880158134033213440,STAR,0.0003043607,2558,54140,386
1237648704577732678,184.832199654394,0.0443065474951896,19.52092,17.58562,16.4269,15.94473,15.56269,752,301,4,276,324390873242560512,GALAXY,0.1506381,288,52000,479
1237648704577798182,184.972215250789,0.0977542414012398,18.90592,17.46608,16.85369,16.58687,16.41878,752,301,4,277,2880160607934375936,STAR,0.0005782798,2558,54140,395
1237648704577798192,184.994275093996,0.109160932922454,17.7019,16.76073,16.48746,16.38173,16.33654,752,301,4,277,2880161982323910656,STAR,0.0007047363,2558,54140,400
1237648704577798195,185.001255510948,0.0697238291079429,18.85351,17.97745,17.6112,17.45679,17.40576,752,301,4,277,4330255111555096576,STAR,-0.0006761952,3846,55327,160
1237648704577798233,185.065069513291,0.142442894170629,18.75478,17.58247,17.08046,16.87063,16.75911,752,301,4,277,2880159233544841216,STAR,-0.0005032555,2558,54140,390
1237648704577798243,185.085913140077,0.0999538509191282,18.33616,17.30684,16.92903,16.78272,16.73807,752,301,4,277,2880161157690189824,STAR,7.605989E-05,2558,54140,397
1237648704577798292,185.027385378752,0.0953460985269358,19.1713,18.01316,17.42493,17.04493,16.82237,752,301,4,277,324395546166978560,GALAXY,0.1183854,288,52000,496
1237648704577798298,185.036388314839,0.176677549731792,19.12083,17.92189,17.18494,16.7895,16.52258,752,301,4,277,324400493969303552,GALAXY,0.1575296,288,52000,514
1237648704577863722,185.164375673881,0.0743580690685865,17.55001,17.42367,17.35734,17.19343,16.97589,752,301,4,278,324401043725117440,QSO,2.044347,288,52000,516
1237648704577863739,185.217051383,0.155193816126299,18.89707,18.04519,17.7501,17.6378,17.6124,752,301,4,278,2880170503539025920,STAR,0.0002502912,2558,54140,431
1237648704577863764,185.136728759138,0.0715140625343911,19.48347,17.51522,16.31651,15.83499,15.4368,752,301,4,278,324397195434420224,GALAXY,0.1585163,288,52000,502
1237648704577863838,185.23060767902,0.0100995809288788,19.31764,18.38629,18.12009,17.9998,17.93916,752,301,4,278,2891385247482537984,STAR,0.0005767042,2568,54153,270
1237648704577929245,185.377250904496,0.200803726812151,17.964,16.39632,15.74191,15.4828,15.32453,752,301,4,279,2880168029637863424,STAR,0.0003497983,2558,54140,422
1237646798137852371,121.820751766195,0.931990370368578,19.37035,17.34262,16.35286,15.924,15.58903,308,301,5,104,5342663162779901952,GALAXY,0.1019929,4745,55892,975
1237646798137918215,122.087899886235,0.843146890967,19.05249,17.03777,16.07633,15.63148,15.31245,308,301,5,105,5342400104622956544,GALAXY,0.1015328,4745,55892,18
1237646798138245746,122.863994523509,0.896150822431993,18.20631,16.89692,16.46658,16.31574,16.28902,308,301,5,110,2316073479176218624,STAR,0.0004881296,2057,53816,354
1237646798138310950,122.981945158838,0.963856929671034,17.63113,16.55926,16.24861,16.14775,16.13221,308,301,5,111,2338584330990807040,STAR,0.0001320406,2077,53846,328
1237646798138310972,122.988637998949,0.973742938007754,15.99172,14.98865,14.70003,14.64919,14.50626,308,301,5,111,2316072929420404736,STAR,9.265625E-05,2057,53816,352
1237646798138311265,122.93563541494,0.899085528808444,19.37706,18.44093,18.24528,18.19469,18.17668,308,301,5,111,2338582406845458432,STAR,0.0004529892,2077,53846,321
1237646798138376220,123.039385678518,0.930070447252211,16.73877,15.68268,15.43654,15.38572,15.40208,308,301,5,112,2316069905763428352,STAR,0.0001283693,2057,53816,341
1237646798138376303,123.020264542589,0.911874556335115,16.37119,15.28426,15.05225,14.98734,15.0114,308,301,5,112,2316074303809939456,STAR,5.721474E-05,2057,53816,357
1237646798138376717,123.016535374447,0.848145358949872,19.52481,18.21796,17.68045,17.46177,17.37293,308,301,5,112,2316073754054125568,STAR,1.715707E-05,2057,53816,355
1237646798138441918,123.202500529627,0.905129930680632,18.6522,17.52927,17.53732,17.58253,17.67018,308,301,5,113,2316083924536682496,STAR,-0.0002422539,2057,53816,392
1237646798138442159,123.267895241755,0.960993455243754,16.63293,15.27509,14.61367,14.50841,14.27292,308,301,5,113,2316085573804124160,STAR,-5.544391E-05,2057,53816,398
1237646798138507365,123.348807162909,0.922523638526005,16.14538,15.07947,14.84144,14.77282,14.78681,308,301,5,114,2316080900879706112,STAR,0.0002392115,2057,53816,381
1237646798138507574,123.426130442905,0.881883846120914,17.84565,16.82412,16.49827,16.38742,16.35545,308,301,5,114,2316083649658775552,STAR,0.0001469977,2057,53816,391
1237646798138573236,123.587960338488,0.919738665647856,17.75484,16.59773,16.53687,16.56253,16.61154,308,301,5,115,2316082825025054720,STAR,-7.064893E-06,2057,53816,388
1237646798138573554,123.545267650004,0.931392113528626,19.3623,18.1918,17.81977,17.69313,17.61249,308,301,5,115,1293805278390675456,STAR,0.0002354691,1149,53003,532
1237646798138573693,123.612777090055,0.948787094735607,18.97095,17.07911,16.13754,15.65789,15.34548,308,301,5,115,5391052944345899008,GALAXY,0.06836422,4788,55889,888
1237646798138638462,123.673560514662,0.861348536541287,16.48326,15.04494,15.04021,14.29518,14.18345,308,301,5,116,2316096568920401920,STAR,0.0002243217,2057,53816,438
1237646798138638712,123.743041475178,1.00639863332928,18.98689,17.09758,16.18773,15.7323,15.46169,308,301,5,116,5391054043857526784,GALAXY,0.09046602,4788,55889,892
1237646798669546317,110.070039152762,1.21873469068252,19.42591,18.42443,18.00135,17.79079,17.70945,308,301,6,25,8388148207679414272,STAR,0.0001041384,7450,56722,705
1237646798669611941,110.246453694025,1.36487180646857,18.58476,17.2945,16.42206,16.27426,15.89856,308,301,6,26,8388170472789876736,STAR,0.0003911394,7450,56722,786
1237646798669612110,110.275373083406,1.40706968079337,19.44881,17.06147,16.09691,15.75754,15.58153,308,301,6,26,8388169373278248960,STAR,0.000127138,7450,56722,782
1237646798669613281,110.273030531758,1.42480661908606,19.58554,17.76914,16.91808,16.55439,16.34465,308,301,6,26,8388169098400342016,STAR,9.15405E-05,7450,56722,781
1237646798669743567,110.455531311091,1.25418024451338,19.58684,17.73149,16.96642,16.67645,16.4914,308,301,6,28,8388182292539875328,STAR,0.00034609,7450,56722,829
1237646798669743668,110.469850321108,1.22843484877184,19.42571,17.78678,17.11364,16.85967,16.67854,308,301,6,28,8388182567417782272,STAR,0.0001824168,7450,56722,830
1237646798669808566,110.730699586137,1.28966134297373,18.36269,16.79013,16.16286,15.91035,15.78032,308,301,6,29,8388213353743360000,STAR,0.0001703394,7450,56722,942
1237646798673805620,119.822102639991,1.32442301240208,19.11461,17.11108,16.35578,16.07985,15.94747,308,301,6,90,8389273283237748736,STAR,0.0002588388,7451,56739,702
1237646798673871225,119.997297216918,1.29561886942421,19.25602,17.7522,17.28004,17.11725,17.12696,308,301,6,91,8389285377865654272,STAR,0.0002709865,7451,56739,746
1237646798673936842,120.124147987501,1.31137251329373,18.68312,16.80078,16.12189,15.88605,15.78726,308,301,6,92,8389295273470304256,STAR,0.0002088686,7451,56739,782
1237646798674002003,120.194986983059,1.33923172659624,19.13375,17.84091,17.37001,17.20419,17.1407,308,301,6,93,8389296098104025088,STAR,0.0002751591,7451,56739,785
1237646798674002852,120.29807086483,1.3592659367427,19.41101,17.17151,16.17792,15.78271,15.51502,308,301,6,93,8389306818342395904,STAR,0.0003912316,7451,56739,824
1237646798674133290,120.547818530547,1.28122745118273,19.17278,17.30439,16.63581,16.43598,16.35109,308,301,6,95,8389320012481929216,STAR,-6.638136E-05,7451,56739,872
1237648595579699667,244.576496937277,-1.25526341343839,19.29697,18.08211,17.20792,16.74347,16.43762,727,301,1,74,389597954933024768,GALAXY,0.1272051,346,51693,133
1237648597190050276,243.907445992024,0.00239455973999592,18.71962,17.45311,16.88231,16.54723,16.2756,727,301,4,70,389626542235346944,GALAXY,0.06540032,346,51693,237
1237648597190115880,244.102332171457,0.00261959814631587,19.35342,18.11187,17.45305,17.10616,16.88711,727,301,4,71,389611149072558080,GALAXY,0.07115377,346,51693,181
1237648597726658810,243.347026532837,0.424137062599487,19.25923,18.84224,18.85939,18.69218,18.76842,727,301,5,66,388597674179323904,QSO,0.5894275,345,51690,590
1237648672891011146,174.164488285325,-0.956707464862845,19.57255,18.59834,18.47911,18.45792,18.60459,745,301,1,103,317529640069523456,STAR,0.001135097,282,51658,94
1237648672919519703,239.360635217238,-0.916689727240953,19.23879,17.49932,16.53521,16.09223,15.76121,745,301,1,538,386219155684091904,GALAXY,0.03969949,343,51692,129
1237648672919584831,239.402069950096,-0.975878751984952,18.67422,17.42511,16.89116,16.67803,16.57392,745,301,1,539,386216956660836352,STAR,-0.0001431923,343,51692,121
1237648672921420193,243.567523983011,-0.880445872710823,18.83577,17.25845,16.54556,16.13434,15.83491,745,301,1,567,388440718894458880,GALAXY,0.07050942,345,51690,19
1237648672921485632,243.708876085192,-0.915652960805175,17.61482,15.69639,14.77024,14.31876,13.95353,745,301,1,568,389641385642321920,GALAXY,0.0307668,346,51693,291
1237648672921485934,243.847368539051,-0.89834324746353,19.41207,18.88776,18.56437,18.58996,18.3926,745,301,1,568,389631764915578880,QSO,1.06284,346,51693,256
1237648672921681954,244.16241187529,-0.889893126755971,18.99412,17.90879,17.46466,17.28111,17.20599,745,301,1,571,389630390526044160,STAR,-0.000178635,346,51693,251
1237648672921813985,244.512664245166,-0.934182656522487,19.14963,18.00378,17.4657,17.1376,16.90036,745,301,1,573,389618021020231680,GALAXY,0.04402394,346,51693,206
1237648672921944252,244.813944768965,-0.937774714040474,18.7809,19.0767,19.45117,19.74457,20.02123,745,301,1,575,389588609084188672,STAR,0.0006097341,346,51693,99
1237648672922009716,244.949053283926,-0.89423490445719,19.15965,18.91703,18.61517,18.38544,18.42006,745,301,1,576,389586135183026176,QSO,1.496161,346,51693,90
1237648672922206625,245.493887274592,-0.903742395353753,17.33854,16.27237,15.90035,15.75182,15.69667,745,301,1,579,389561945927215104,STAR,-0.0008722768,346,51693,2
1237648672922206684,245.359371457351,-0.905392886472092,19.38219,18.20107,17.8056,17.4992,17.41172,745,301,1,579,409908413749815296,GALAXY,0.06565089,364,52000,294
1237648672922206835,245.417659293308,-0.85560513562754,19.2266,17.27751,16.39126,15.95711,15.61498,745,301,1,579,409904840337025024,GALAXY,0.04565,364,52000,281
1237648672922207003,245.47604120004,-0.859924269720683,19.41398,17.29078,16.33702,15.87626,15.48284,745,301,1,579,409908688627722240,GALAXY,0.04462435,364,52000,295
1237648672922272244,245.538824342651,-0.872555231968954,19.19971,17.22391,16.29199,15.85335,15.48367,745,301,1,580,389565244462098432,GALAXY,0.04954444,346,51693,14
1237648720684974090,159.624964770133,-0.620714450464162,19.19383,18.20278,17.90109,17.77634,17.74759,756,301,2,293,4245951160647655424,STAR,-0.0002564917,3771,55544,664
1237648720685039745,159.797841557464,-0.557196465638875,19.19752,18.07471,17.76889,17.6148,17.49577,756,301,2,294,308559553610409984,GALAXY,0.02335118,274,51913,229
1237648720685039749,159.803302223155,-0.535038616495876,19.26627,18.16093,17.59907,17.2172,17.06311,756,301,2,294,308557354587154432,GALAXY,0.1236402,274,51913,221
1237648720685039769,159.847523457182,-0.534266400017217,19.38251,17.92302,17.11018,16.66492,16.34558,756,301,2,294,308547733860411392,GALAXY,0.1141676,274,51913,186
1237648720685105261,159.939345477933,-0.609184323114403,19.48702,18.51823,18.18637,18.06704,18.05865,756,301,2,295,4315601369715154944,STAR,0.0007902409,3833,55290,98
1237648720685105352,160.034263606852,-0.421625751212431,19.2634,17.67693,16.82551,16.42307,16.13864,756,301,2,295,308551032395294720,GALAXY,0.1330486,274,51913,198
1237648720685105353,160.035161870165,-0.599992668573346,19.31866,18.27407,17.74884,17.41618,17.24165,756,301,2,295,308547184104597504,GALAXY,0.07470067,274,51913,184
1237648720685170714,160.144209078344,-0.489329777701818,18.73682,17.65075,17.23958,17.07875,17.03255,756,301,2,296,308541686546458624,STAR,0.0001067668,274,51913,164
1237648720685170803,160.119405032498,-0.618130050302146,19.29416,17.97134,17.26079,16.86013,16.56031,756,301,2,296,308541411668551680,GALAXY,0.08692535,274,51913,163
1237648720685236313,160.227546792932,-0.433199866817967,19.48611,17.93822,17.21548,16.82853,16.53911,756,301,2,297,309705244676220928,GALAXY,0.1335348,275,51910,301
1237648720685236327,160.248668673739,-0.5799923607078,19.31804,17.30973,16.17525,15.69015,15.31261,756,301,2,297,309702495897151488,GALAXY,0.1370104,275,51910,291
1237648720685301855,160.383115087355,-0.459235230744618,19.29157,17.3125,16.17862,15.70898,15.31378,756,301,2,298,309708818089011200,GALAXY,0.1373722,275,51910,314
1237648720685301865,160.384805843203,-0.586704796317675,19.52565,19.29625,18.95885,18.52108,18.57694,756,301,2,298,309699747118082048,QSO,0.1346428,275,51910,281
1237648720685301891,160.433951720843,-0.60848149784989,19.38467,18.59734,18.12431,17.74761,17.63823,756,301,2,298,309704969798313984,GALAXY,0.1321922,275,51910,300
1237648720685301897,160.443642405501,-0.600549711940271,18.27173,17.0717,16.65145,16.39055,16.27766,756,301,2,298,308536188988319744,GALAXY,0.03641907,274,51913,144
1237648720685301915,160.453491880986,-0.617038417187846,19.10892,17.76311,16.91794,16.47233,16.19134,756,301,2,298,308538937767389184,GALAXY,0.1383506,274,51913,154
1237648720685367341,160.658206688942,-0.439603952369512,17.78707,16.12342,15.48934,15.2674,15.14027,756,301,2,299,2881263419237885952,STAR,0.0001495263,2559,54208,311
1237648720685432836,160.675454247736,-0.559791087508745,17.54073,15.83706,15.15225,14.91498,14.82364,756,301,2,300,2881265893139048448,STAR,0.0002366447,2559,54208,320
1237648720685432838,160.717003902836,-0.609533502346751,18.44119,17.54684,17.27727,17.1878,17.20361,756,301,2,300,2881256272412305408,STAR,-0.0001142027,2559,54208,285
1237648720685432844,160.730354569301,-0.521740212479993,19.13281,17.80045,17.2643,17.07242,16.98861,756,301,2,300,2881264243871606784,STAR,0.0001864681,2559,54208,314
1237648720685432893,160.812107664469,-0.520466084951868,19.42387,18.24594,18.31933,18.40867,18.52614,756,301,2,300,2892522968498333696,STAR,0.0008307828,2569,54234,313
1237648720685432899,160.816637445029,-0.557673714066304,17.95812,16.9013,16.52805,16.39926,16.37399,756,301,2,300,2689860710036432896,STAR,-7.664677E-05,2389,54213,312
1237648720685432904,160.820289163017,-0.522240979732535,16.344,14.85487,14.29812,14.12055,14.08315,756,301,2,300,2881263968993699840,STAR,-4.793931E-05,2559,54208,313
1237648720685432926,160.701488161811,-0.445422708965195,19.34314,18.12056,17.55584,17.19446,16.9961,756,301,2,300,309694249559943168,GALAXY,0.08592108,275,51910,261
1237648720685498405,160.848680225324,-0.627079872192726,17.73398,16.84657,16.57527,16.48237,16.4738,756,301,2,301,2881260395580909568,STAR,0.0007001679,2559,54208,300
1237648720685498439,160.938239960654,-0.423246618354765,17.37104,15.78487,14.98982,14.58674,14.25872,756,301,2,301,309694799315757056,GALAXY,0.03910941,275,51910,263
1237648720685498440,160.93636604401,-0.421334412890772,19.51073,18.05851,17.59638,17.33996,17.29404,756,301,2,301,308514473633671168,GALAXY,0.03917867,274,51913,65
1237648720685498487,160.861938713304,-0.422734986442411,19.44424,18.23033,17.64066,17.2346,17.04825,756,301,2,301,309695898827384832,GALAXY,0.1273446,275,51910,267
1237648720685498544,160.878831962127,-0.584109529483157,19.11186,17.90859,17.40774,17.19731,17.05761,756,301,2,301,308515848023205888,GALAXY,0.0190457,274,51913,70
1237648720685563922,160.991345266605,-0.507477147979804,18.6673,16.70426,15.81967,15.40313,15.06115,756,301,2,302,309695349071570944,GALAXY,0.05955937,275,51910,265
1237648720685563944,160.995313670031,-0.478531394049605,19.04517,17.87662,17.49664,17.37287,17.33316,756,301,2,302,309696173705291776,STAR,6.10283E-05,275,51910,268
1237648720685563948,160.997737410462,-0.468998759309602,17.94459,16.51015,15.8354,15.40969,15.10252,756,301,2,302,308515573145298944,GALAXY,0.06012432,274,51913,69
1237648720685563954,161.008467930794,-0.578964770461464,17.3725,16.25937,15.88727,15.75644,15.71021,756,301,2,302,2881260670458816512,STAR,-0.0001872481,2559,54208,301
1237648720685563980,161.062343865138,-0.494714914774926,16.45379,15.02962,14.56318,14.40143,14.359,756,301,2,302,2881250774854166528,STAR,-4.957489E-05,2559,54208,265
1237648720685563984,161.090029883974,-0.612438382465723,19.26927,18.24939,17.96535,17.83665,17.80351,756,301,2,302,2892508949725079552,STAR,0.0008991418,2569,54234,262
1237648720685563989,161.09480103804,-0.452049785506271,17.8271,16.23793,15.67866,15.49427,15.41664,756,301,2,302,2881251324609980416,STAR,-7.835384E-05,2559,54208,267
1237648720685563996,161.115242972363,-0.575633406817007,17.88776,16.52607,16.03367,15.85057,15.80518,756,301,2,302,2689848615408527360,STAR,0.0001079826,2389,54213,268
1237648720685564025,160.991100535686,-0.56137253548599,19.58396,17.64963,16.73063,16.29203,15.94702,756,301,2,302,309691500780873728,GALAXY,0.06164807,275,51910,251
1237648720685564031,160.998159088509,-0.588311671709767,18.1781,16.13568,15.28753,14.89827,14.56479,756,301,2,302,308503753395300352,GALAXY,0.06063098,274,51913,26
1237648720685564032,160.996765036117,-0.588244892405631,18.38625,16.39808,15.40492,14.88012,14.50048,756,301,2,302,309692600292501504,GALAXY,0.06067357,275,51910,255
1237648720685564127,161.064324651252,-0.484587013588463,18.77188,17.15955,16.35564,15.94145,15.65799,756,301,2,302,308505952418555904,GALAXY,0.0603932,274,51913,34
1237648720685629451,161.133528799101,-0.569857253093228,16.63374,15.54072,15.18744,15.06259,15.03905,756,301,2,303,2881249675342538752,STAR,0.0004500991,2559,54208,261
1237648720685629498,161.180584400761,-0.45639741314626,17.14849,15.83151,15.35753,15.18887,15.12737,756,301,2,303,2881251874365794304,STAR,0.0001615622,2559,54208,269
1237648720685629515,161.210748792098,-0.433373885896122,16.23113,15.20485,14.95443,14.8674,14.86301,756,301,2,303,2881254073389049856,STAR,-0.0001117433,2559,54208,277
1237648720685629523,161.226535503208,-0.470463619391042,18.56268,17.14623,16.5559,16.29699,16.157,756,301,2,303,2881254623144863744,STAR,0.0006572489,2559,54208,279
1237648720685629545,161.255471004554,-0.531927476620096,17.47383,16.41803,16.07634,15.96205,15.90247,756,301,2,303,2881240604371609600,STAR,-0.0002870185,2559,54208,228
1237648720685629571,161.142639725754,-0.43457405330704,19.38031,18.07652,17.34212,16.86341,16.50079,756,301,2,303,308504303151114240,GALAXY,0.08483262,274,51913,28
1237648720685629588,161.16420167063,-0.434453904799384,19.05616,17.70945,16.99192,16.54076,16.26619,756,301,2,303,309698372728547328,GALAXY,0.08539017,275,51910,276
1237648720685629591,161.173681703416,-0.503545460852125,18.95158,17.47266,16.70008,16.29777,15.99012,756,301,2,303,309696723461105664,GALAXY,0.1161265,275,51910,270
1237648722827739156,148.885250983028,1.14428105000606,17.2092,16.05973,15.79513,15.72221,15.73674,756,301,6,221,3551168651413528576,STAR,0.000319817,3154,54821,292
1237648722827739227,148.938874829831,1.09707717262834,18.75738,17.23185,16.60015,16.34192,16.20804,756,301,6,221,3551169476047249408,STAR,-0.0001660375,3154,54821,295
1237648722827739230,148.947252700433,1.12464780567821,17.48674,16.32361,15.82244,15.61553,15.51284,756,301,6,221,3551167826779807744,STAR,0.0002365898,3154,54821,289
1237648722827739232,148.944848880452,1.12562806810944,19.07678,17.66514,17.14488,16.8497,16.7324,756,301,6,221,301845381157775360,GALAXY,0.04636251,268,51633,379
1237648722827804876,149.099107558539,1.14999774727621,19.46439,18.28526,17.80864,17.55646,17.35722,756,301,6,222,301843457012426752,GALAXY,0.1098269,268,51633,372
1237648722827870212,149.151841017228,1.13697116868987,18.70664,17.05806,16.47363,16.26556,16.1697,756,301,6,223,3228044168504829952,STAR,0.0002178506,2867,54479,324
1237648722827870214,149.179043637694,1.1800897210855,19.08675,16.84783,15.9091,15.54999,15.35081,756,301,6,223,3551157106541436928,STAR,0.0001120215,3154,54821,250
1237648722827870224,149.188957140836,1.08765708644729,18.94645,16.37221,15.2801,14.88327,14.68458,756,301,6,223,3211166664833918976,STAR,-9.087029E-05,2852,54468,364
1237648722827870237,149.215915937616,1.12648890246582,18.44351,16.91038,16.31904,16.0637,15.93935,756,301,6,223,3551156831663529984,STAR,9.611369E-05,3154,54821,249
1237648722827870241,149.232404818123,1.07960761579957,19.03199,17.51569,16.95335,16.71386,16.57548,756,301,6,223,3551154907518181376,STAR,0.0001212358,3154,54821,242
1237648722827870265,149.295170453304,1.1401597622702,18.44785,17.54177,17.18911,16.87687,16.75641,756,301,6,223,301852527983355904,GALAXY,0.06655637,268,51633,405
1237648722827870284,149.161388927307,1.09288212332942,18.2674,17.14597,16.87172,16.64103,16.55622,756,301,6,223,301842357500798976,GALAXY,0.06251667,268,51633,368
1237648722827870311,149.19393999498,1.0701876994953,18.20894,16.44297,15.64058,15.26381,14.97204,756,301,6,223,301853352617076736,GALAXY,0.06268962,268,51633,408
1237648722827870327,149.205825976946,1.12050108519128,18.66943,16.8495,16.00342,15.59754,15.29298,756,301,6,223,301852802861262848,GALAXY,0.04704995,268,51633,406
1237648722827870382,149.280532699353,1.18019196363958,19.15973,17.5623,16.798,16.34253,15.99921,756,301,6,223,541560086225512448,GALAXY,0.08035871,481,51908,8
1237648722827870503,149.278393369718,1.16587022324066,19.36334,18.06556,17.58404,17.2535,17.09801,756,301,6,223,563008260991379456,GALAXY,0.06325846,500,51994,212
1237648722827935750,149.32368550889,1.11154424852879,18.22715,16.75524,16.22113,16.02702,15.94156,756,301,6,224,3211168039223453696,STAR,0.0001733224,2852,54468,369
1237648722827935861,149.374569795834,1.13438768656906,16.72275,15.70332,15.41474,15.31566,15.29872,756,301,6,224,3228054888743200768,STAR,-7.37836E-05,2867,54479,363
